station,valid,tmpf,dwpf,relh,sknt,ceiling
PAFA,6/2/2023 21:07,42,36,78.8,4,2000
PAFA,8/31/2023 0:55,59,52,77.55,4,2000
PAFA,10/23/2023 17:53,24,18,77.53,4,2000
PAFA,2/2/2023 15:53,10.9,5,76.62,4,2000
PAFA,1/9/2024 0:53,13,7,76.48,4,2000
PAFA,1/9/2024 1:53,13,7,76.48,4,2000
PAFA,1/16/2024 3:53,13,7,76.48,4,2000
PAFA,1/15/2024 15:53,9,3,76.08,4,2000
PAFA,12/16/2024 10:53,0,-6,75.15,4,2000
PAFA,4/12/2023 2:53,15.1,8.1,73.31,4,2000
PAFA,12/16/2024 8:53,-5,-12,70.99,4,2000
PAFA,12/8/2023 20:53,-2.2,-9.4,70.63,4,2000
PAFA,6/28/2024 16:53,64,53,67.41,4,2000
PAFA,3/3/2023 0:32,10.9,1.9,66.41,4,2000
PAFA,3/3/2023 0:53,10.9,1.9,66.41,4,2000
PAFA,6/30/2024 23:53,83,48,29.54,4,2000
PAFA,9/26/2024 9:53,41,38,88.97,3,2000
PAFA,9/11/2023 10:53,50,46,86.06,3,2000
PAFA,9/21/2023 8:53,42,38,85.6,3,2000
PAFA,4/6/2024 3:28,34,30,85.11,3,2000
PAFA,2/24/2023 7:53,19.9,16,84.55,3,2000
PAFA,11/28/2023 6:12,23,19,84.39,3,2000
PAFA,11/26/2024 5:55,21,17,84.26,3,2000
PAFA,11/25/2024 16:53,19,15,84.12,3,2000
PAFA,11/25/2024 17:53,19,15,84.12,3,2000
PAFA,2/7/2025 15:53,18,13,80.44,3,2000
PAFA,1/28/2023 20:53,12,7,79.93,3,2000
PAFA,1/16/2024 2:53,12,7,79.93,3,2000
PAFA,2/21/2023 10:53,15.1,10,79.84,3,2000
PAFA,2/7/2023 14:53,1.9,-3,79.79,3,2000
PAFA,10/11/2023 3:53,27,21,77.8,3,2000
PAFA,11/13/2023 11:21,20,14,77.16,3,2000
PAFA,1/9/2024 0:33,13,7,76.48,3,2000
PAFA,4/12/2023 3:35,15.1,9,76.34,3,2000
PAFA,4/12/2023 3:53,15.1,9,76.34,3,2000
PAFA,2/8/2023 4:53,5,-0.9,76.03,3,2000
PAFA,5/17/2023 16:34,44,37,75.93,3,2000
PAFA,12/13/2023 15:53,6,0,75.78,3,2000
PAFA,1/21/2023 18:53,1.9,-4,75.71,3,2000
PAFA,2/7/2023 15:12,1.9,-4,75.71,3,2000
PAFA,11/13/2024 13:53,0,-6,75.15,3,2000
PAFA,11/13/2024 14:53,0,-6,75.15,3,2000
PAFA,4/12/2023 2:03,15.1,8.1,73.31,3,2000
PAFA,4/12/2023 2:10,15.1,8.1,73.31,3,2000
PAFA,4/12/2023 2:22,15.1,8.1,73.31,3,2000
PAFA,4/12/2023 3:14,15.1,8.1,73.31,3,2000
PAFA,12/19/2023 18:23,2,-5,71.83,3,2000
PAFA,12/16/2023 9:29,1,-6,71.71,3,2000
PAFA,2/1/2025 22:53,0,-7,71.59,3,2000
PAFA,11/20/2024 21:53,6,-4,62.69,3,2000
PAFA,6/28/2024 17:53,68,53.6,59.97,3,2000
PAFA,6/28/2024 18:03,68,52,56.55,3,2000
PAFA,9/26/2024 8:53,41,39,92.52,0,2000
PAFA,9/26/2024 7:53,42,39,89.01,0,2000
PAFA,10/9/2024 6:53,33,30,88.58,0,2000
PAFA,4/2/2025 9:53,33,30,88.58,0,2000
PAFA,9/28/2024 7:53,38,34,85.35,0,2000
PAFA,10/9/2024 4:53,33,29,85.04,0,2000
PAFA,3/7/2025 6:53,27,23,84.66,0,2000
PAFA,1/20/2025 12:53,22,18,84.33,0,2000
PAFA,1/20/2025 13:53,22,18,84.33,0,2000
PAFA,1/20/2025 15:53,22,18,84.33,0,2000
PAFA,11/26/2024 4:53,20,16,84.19,0,2000
PAFA,1/20/2025 8:53,19,15,84.12,0,2000
PAFA,11/7/2023 16:53,18,14,84.05,0,2000
PAFA,1/16/2024 21:03,18,14,84.05,0,2000
PAFA,2/21/2023 7:53,12.9,8.1,80.74,0,2000
PAFA,11/7/2023 20:53,19,14,80.52,0,2000
PAFA,11/25/2024 4:53,19,14,80.52,0,2000
PAFA,11/26/2024 3:53,19,14,80.52,0,2000
PAFA,11/7/2023 17:11,18,13,80.44,0,2000
PAFA,10/9/2024 4:48,33.8,28.4,80.36,0,2000
PAFA,11/22/2024 4:04,16,11,80.27,0,2000
PAFA,2/21/2023 10:11,14,9,80.1,0,2000
PAFA,12/4/2024 4:35,14,9,80.1,0,2000
PAFA,2/19/2023 18:42,4,-0.9,79.97,0,2000
PAFA,2/8/2023 6:53,1.9,-3,79.79,0,2000
PAFA,2/3/2023 9:27,5,0,79.32,0,2000
PAFA,11/19/2023 3:35,5,0,79.32,0,2000
PAFA,12/6/2023 15:53,5,0,79.32,0,2000
PAFA,2/24/2023 5:49,21.2,15.8,79.31,0,2000
PAFA,2/2/2023 21:09,8.1,3,79.23,0,2000
PAFA,2/20/2023 6:53,7,1.9,79.13,0,2000
PAFA,2/20/2023 7:53,7,1.9,79.13,0,2000
PAFA,11/22/2024 4:53,15.8,10.4,78.84,0,2000
PAFA,2/24/2023 5:53,21.9,16,77.67,0,2000
PAFA,11/2/2023 19:53,20,14,77.16,0,2000
PAFA,1/8/2024 13:22,19,13,77.06,0,2000
PAFA,2/21/2023 1:53,14,8.1,76.92,0,2000
PAFA,2/21/2023 6:53,12.9,7,76.82,0,2000
PAFA,1/16/2024 2:39,12,6,76.38,0,2000
PAFA,1/15/2024 16:53,9,3,76.08,0,2000
PAFA,1/7/2023 13:53,5,-0.9,76.03,0,2000
PAFA,1/15/2024 9:53,8,2,75.98,0,2000
PAFA,1/15/2024 10:53,8,2,75.98,0,2000
PAFA,1/21/2023 19:53,3,-3,75.82,0,2000
PAFA,1/21/2023 18:43,1.9,-4,75.71,0,2000
PAFA,12/6/2023 12:19,4,-2,75.57,0,2000
PAFA,1/24/2023 21:53,-2,-8,74.93,0,2000
PAFA,1/10/2025 13:53,15,8,73.3,0,2000
PAFA,11/28/2024 10:53,-24,-30,72.4,0,2000
PAFA,2/8/2023 5:53,6,-0.9,72.31,0,2000
PAFA,11/13/2024 12:53,0,-7,71.59,0,2000
PAFA,12/19/2023 17:53,-1,-8,71.47,0,2000
PAFA,2/17/2023 2:53,-2,-9,71.35,0,2000
PAFA,2/17/2023 3:41,-2,-9,71.35,0,2000
PAFA,2/17/2023 3:03,-0.9,-8,71.14,0,2000
PAFA,2/10/2023 8:53,-11,-18.9,67.06,0,2000
PAFA,6/28/2024 17:23,65,53,65.09,0,2000
PAFA,5/6/2024 23:53,34,31,88.63,5,2000
PAFA,5/6/2024 23:30,34,31,88.63,4,2000
PAFA,10/6/2023 9:53,33,29,85.04,6,2000
PAFA,10/19/2024 0:54,18,12,76.97,5,2000
PAFA,11/28/2024 3:53,-19,-26,69.21,0,2000
PAFA,10/8/2023 19:53,28.4,19.4,68.61,13,1900
PAFA,7/5/2024 6:53,55,52,89.59,10,1900
PAFA,5/30/2023 7:53,48,44,86.28,9,1900
PAFA,3/9/2023 5:16,26.1,21.9,83.89,9,1900
PAFA,9/18/2023 4:53,43,39,85.66,8,1900
PAFA,3/9/2023 4:53,26.1,23,87.87,6,1900
PAFA,6/2/2023 17:53,41,37,85.54,6,1900
PAFA,10/20/2024 23:53,24,20,84.46,5,1900
PAFA,10/20/2024 23:27,24,19,80.93,5,1900
PAFA,11/22/2024 19:27,19,14,80.52,5,1900
PAFA,11/22/2024 19:53,19,14,80.52,5,1900
PAFA,9/28/2024 9:23,34,32,92.29,4,1900
PAFA,9/17/2024 19:53,47,39,73.57,4,1900
PAFA,1/26/2023 14:29,10,3,72.75,4,1900
PAFA,8/8/2023 0:53,71,54,54.92,4,1900
PAFA,11/13/2023 18:53,23,19,84.39,3,1900
PAFA,8/30/2023 17:20,54,50,86.29,0,1900
PAFA,11/22/2024 7:53,17,12,80.36,0,1900
PAFA,12/13/2024 19:53,16,10,76.77,12,1900
PAFA,12/13/2024 20:25,16,10,76.77,11,1900
PAFA,3/9/2023 11:53,30.9,25,78.48,10,1900
PAFA,12/13/2024 20:53,16,9,73.41,10,1900
PAFA,1/27/2025 23:25,29,24,81.32,8,1900
PAFA,3/31/2025 22:53,32,26.6,80.22,8,1900
PAFA,1/27/2025 23:53,30.2,24.8,80.07,8,1900
PAFA,1/26/2023 14:53,9,3,76.08,8,1900
PAFA,9/21/2024 22:53,43,35,73.16,8,1900
PAFA,9/7/2024 21:53,56,47,71.7,8,1900
PAFA,9/18/2023 5:53,42,38,85.6,7,1900
PAFA,9/18/2023 6:24,42,38,85.6,7,1900
PAFA,2/25/2023 20:53,15.1,10,79.84,7,1900
PAFA,10/18/2023 16:53,31,23,71.89,7,1900
PAFA,12/24/2023 23:53,12,4,69.7,7,1900
PAFA,8/21/2023 3:53,55,51,86.34,6,1900
PAFA,7/6/2024 21:25,60,53,77.64,6,1900
PAFA,9/28/2024 8:53,34,31,88.63,5,1900
PAFA,1/28/2023 20:03,12.9,8.1,80.74,5,1900
PAFA,10/18/2023 16:42,31,23,71.89,5,1900
PAFA,12/13/2023 20:24,6,1,79.41,4,1900
PAFA,10/23/2023 16:53,24,18,77.53,4,1900
PAFA,12/13/2023 22:53,6,0,75.78,4,1900
PAFA,4/3/2025 9:53,34,31,88.63,3,1900
PAFA,1/30/2023 10:53,21.9,18,84.68,3,1900
PAFA,10/19/2023 10:53,26,22,84.59,3,1900
PAFA,10/18/2024 1:53,26,21,81.09,3,1900
PAFA,12/13/2023 20:53,6,1,79.41,3,1900
PAFA,12/13/2023 3:53,6,0,75.78,3,1900
PAFA,1/9/2023 13:53,8.1,1.9,75.29,3,1900
PAFA,9/18/2023 21:53,46,38,73.47,3,1900
PAFA,9/21/2023 10:53,42,38,85.6,0,1900
PAFA,1/30/2023 9:53,21,17.1,84.62,0,1900
PAFA,1/30/2023 11:10,23,19,84.39,0,1900
PAFA,10/19/2023 11:53,26.6,21.2,79.77,0,1900
PAFA,2/2/2023 19:07,10,5,79.76,0,1900
PAFA,10/18/2024 2:11,26,20,77.71,0,1900
PAFA,1/28/2023 21:53,12.9,7,76.82,0,1900
PAFA,1/23/2023 20:47,-9.4,-14.8,76.4,0,1900
PAFA,12/18/2023 7:16,9,3,76.08,0,1900
PAFA,12/13/2023 21:46,7,1,75.88,0,1900
PAFA,12/13/2023 21:53,7,1,75.88,0,1900
PAFA,12/13/2023 17:18,6,0,75.78,0,1900
PAFA,1/9/2023 4:53,8.1,1.9,75.29,0,1900
PAFA,1/9/2023 2:53,7,0,72.41,0,1900
PAFA,9/28/2024 1:53,43,34,70.3,0,1900
PAFA,1/23/2023 20:53,-9,-16.1,70.14,0,1900
PAFA,4/22/2023 12:53,32,28,84.98,12,1800
PAFA,7/5/2024 21:09,57,53,86.45,10,1800
PAFA,8/23/2024 22:05,50,46,86.06,10,1800
PAFA,9/19/2024 23:53,46,40,79.44,10,1800
PAFA,4/1/2025 4:12,32,29,88.53,9,1800
PAFA,10/10/2023 23:53,31,24,74.97,9,1800
PAFA,10/10/2023 23:07,31,24,74.97,8,1800
PAFA,4/1/2025 9:53,33.8,30.2,86.49,7,1800
PAFA,4/1/2025 0:53,33,29,85.04,7,1800
PAFA,8/2/2024 8:53,52,49,89.46,6,1800
PAFA,9/9/2024 4:53,51,48,89.42,6,1800
PAFA,9/9/2024 3:53,51,48,89.42,5,1800
PAFA,9/9/2024 5:53,51,48,89.42,5,1800
PAFA,8/8/2023 22:53,63,59,86.77,5,1800
PAFA,11/14/2023 17:53,26,22,84.59,4,1800
PAFA,1/29/2023 8:53,16,12,83.91,4,1800
PAFA,7/2/2024 0:54,62,57,83.65,4,1800
PAFA,11/21/2024 13:31,10,6,83.49,4,1800
PAFA,7/1/2024 23:53,62.6,57.2,82.5,4,1800
PAFA,7/2/2024 0:53,62.6,57.2,82.5,4,1800
PAFA,9/25/2024 15:53,40,37,88.92,3,1800
PAFA,4/4/2024 6:53,22,19,88.02,3,1800
PAFA,7/2/2024 0:03,62,58,86.72,3,1800
PAFA,7/1/2024 23:25,61,57,86.67,3,1800
PAFA,7/2/2024 1:01,62,57,83.65,3,1800
PAFA,4/4/2024 3:53,25,20,81.01,3,1800
PAFA,8/9/2023 0:53,65,59,80.9,3,1800
PAFA,8/7/2023 18:53,64,55,72.52,3,1800
PAFA,8/7/2023 0:29,78,52,40.36,3,1800
PAFA,8/3/2024 13:53,49,47,92.77,0,1800
PAFA,4/5/2024 11:18,31,29,92.19,0,1800
PAFA,11/14/2023 9:21,27,24,88.28,0,1800
PAFA,2/6/2025 0:33,16,13,87.7,0,1800
PAFA,2/6/2025 0:44,16,13,87.7,0,1800
PAFA,2/6/2025 0:53,16,13,87.7,0,1800
PAFA,2/6/2025 1:53,16,13,87.7,0,1800
PAFA,7/1/2024 22:22,61,57,86.67,0,1800
PAFA,7/1/2024 22:53,61,57,86.67,0,1800
PAFA,5/7/2024 5:45,36,32,85.23,0,1800
PAFA,5/7/2024 5:53,36,32,85.23,0,1800
PAFA,11/14/2023 17:38,26,22,84.59,0,1800
PAFA,10/25/2024 13:53,16,12,83.91,0,1800
PAFA,2/6/2025 2:53,16,12,83.91,0,1800
PAFA,2/6/2025 3:53,16,12,83.91,0,1800
PAFA,4/2/2023 14:53,24.1,19.9,83.75,0,1800
PAFA,4/2/2023 15:02,24.1,19.9,83.75,0,1800
PAFA,4/2/2023 14:51,24.8,19.4,79.62,0,1800
PAFA,11/18/2023 13:53,-2,-8,74.93,0,1800
PAFA,8/7/2023 0:53,77,51,40.21,0,1800
PAFA,10/19/2023 15:53,28,22,77.89,15,1800
PAFA,5/29/2023 19:53,49,42,77.26,14,1800
PAFA,6/12/2024 21:14,60,52,74.83,13,1800
PAFA,10/8/2023 12:20,28,21,74.67,13,1800
PAFA,9/19/2024 22:53,46,39,76.4,12,1800
PAFA,3/9/2023 12:53,30,24.1,78.4,11,1800
PAFA,6/12/2024 21:53,59,52,77.55,11,1800
PAFA,3/17/2024 6:43,8,2,75.98,11,1800
PAFA,12/13/2024 17:53,18,11,73.62,11,1800
PAFA,10/9/2023 0:22,29,23,77.98,10,1800
PAFA,10/9/2023 0:53,29,23,77.98,9,1800
PAFA,6/13/2024 1:53,59,51,74.74,9,1800
PAFA,4/1/2025 16:53,34,31,88.63,8,1800
PAFA,4/1/2025 21:53,35,31,85.17,8,1800
PAFA,6/13/2024 2:53,60,51,72.12,8,1800
PAFA,9/7/2024 18:39,54,49,83.13,7,1800
PAFA,1/29/2025 14:53,-9,-16,70.5,7,1800
PAFA,1/22/2023 0:03,6,-2,68.64,7,1800
PAFA,3/31/2025 15:53,24,20,84.46,6,1800
PAFA,1/21/2023 23:53,6,-0.9,72.31,6,1800
PAFA,6/13/2024 19:53,59,50,72.01,6,1800
PAFA,10/18/2023 17:53,30,22,71.78,6,1800
PAFA,1/29/2025 15:53,-9,-16,70.5,6,1800
PAFA,7/12/2023 15:53,56,53,90.29,5,1800
PAFA,10/22/2024 1:53,34,31,88.63,5,1800
PAFA,12/12/2024 17:53,28.4,24.8,86.18,5,1800
PAFA,10/10/2023 10:02,28,24,84.72,5,1800
PAFA,3/31/2025 14:53,23,19,84.39,5,1800
PAFA,9/11/2023 23:53,49,44,82.79,5,1800
PAFA,10/18/2023 11:53,32,27,81.55,5,1800
PAFA,11/13/2023 12:53,21,16,80.69,5,1800
PAFA,6/13/2024 10:53,54,48,80.07,5,1800
PAFA,9/27/2024 1:53,44,37,76.22,5,1800
PAFA,11/9/2023 18:04,33,26,75.17,5,1800
PAFA,12/25/2023 0:53,11,4,72.86,5,1800
PAFA,12/8/2023 21:02,-3,-10,71.23,5,1800
PAFA,11/20/2024 23:53,6,-2,68.96,5,1800
PAFA,6/30/2024 17:53,69,54,58.8,5,1800
PAFA,9/27/2024 16:53,38,35,88.83,4,1800
PAFA,12/12/2024 18:00,29,25,84.79,4,1800
PAFA,10/10/2023 10:53,28,24,84.72,4,1800
PAFA,10/24/2024 14:53,28,24,84.72,4,1800
PAFA,1/29/2023 7:53,15.1,10.9,83.11,4,1800
PAFA,1/16/2024 22:27,19,14,80.52,4,1800
PAFA,6/13/2024 9:53,54,48,80.07,4,1800
PAFA,8/12/2024 15:53,52,46,79.92,4,1800
PAFA,1/29/2023 7:23,16,10.9,79.92,4,1800
PAFA,9/27/2024 1:36,44,38,79.27,4,1800
PAFA,6/13/2024 11:53,54,47,77.12,4,1800
PAFA,1/28/2023 19:53,14,8.1,76.92,4,1800
PAFA,12/13/2023 8:53,6,0,75.78,4,1800
PAFA,12/6/2023 6:53,2,-5,71.83,4,1800
PAFA,9/6/2023 12:53,49,47,92.77,3,1800
PAFA,11/28/2023 11:53,19,16,87.87,3,1800
PAFA,2/23/2023 16:48,19.4,15.8,85.63,3,1800
PAFA,1/20/2025 17:53,22,18,84.33,3,1800
PAFA,1/29/2023 5:53,16,12,83.91,3,1800
PAFA,2/23/2023 16:53,19.9,15.1,81.3,3,1800
PAFA,1/8/2024 23:22,14,9,80.1,3,1800
PAFA,1/8/2024 22:44,13,8,80.02,3,1800
PAFA,1/8/2024 22:53,13,8,80.02,3,1800
PAFA,1/7/2023 14:53,5,-0.9,76.03,3,1800
PAFA,1/21/2023 17:53,1.9,-4,75.71,3,1800
PAFA,2/8/2023 12:53,-5,-11,74.97,3,1800
PAFA,12/6/2023 4:53,2,-5,71.83,3,1800
PAFA,12/6/2023 5:53,2,-5,71.83,3,1800
PAFA,12/5/2023 21:53,-2,-9,71.35,3,1800
PAFA,7/1/2024 8:53,64,54,69.92,3,1800
PAFA,11/20/2024 22:53,6,-3,65.76,3,1800
PAFA,6/26/2024 20:53,79,49,34.94,3,1800
PAFA,7/11/2024 14:25,59,56,89.76,0,1800
PAFA,7/11/2024 14:53,59,56,89.76,0,1800
PAFA,1/20/2025 17:22,22,19,88.02,0,1800
PAFA,1/20/2025 17:29,22,19,88.02,0,1800
PAFA,4/30/2023 17:11,40,36,85.81,0,1800
PAFA,10/9/2024 5:53,34,30,85.11,0,1800
PAFA,4/12/2023 21:53,23,19,84.39,0,1800
PAFA,1/20/2025 15:17,22,18,84.33,0,1800
PAFA,1/20/2025 17:46,22,18,84.33,0,1800
PAFA,1/20/2025 18:53,22,18,84.33,0,1800
PAFA,1/10/2025 15:53,12,8,83.63,0,1800
PAFA,2/19/2023 19:53,5,1,83.12,0,1800
PAFA,4/30/2023 17:53,41,36,82.22,0,1800
PAFA,1/20/2025 9:09,20,15,80.6,0,1800
PAFA,11/2/2023 19:26,19,14,80.52,0,1800
PAFA,11/7/2023 20:36,19,14,80.52,0,1800
PAFA,1/16/2024 20:28,18,13,80.44,0,1800
PAFA,2/25/2023 17:53,14,9,80.1,0,1800
PAFA,2/25/2023 18:53,14,9,80.1,0,1800
PAFA,1/8/2024 23:15,14,9,80.1,0,1800
PAFA,2/19/2023 18:44,4,-0.9,79.97,0,1800
PAFA,2/19/2023 18:53,4,-0.9,79.97,0,1800
PAFA,11/26/2024 14:53,12,7,79.93,0,1800
PAFA,11/26/2024 15:07,12,7,79.93,0,1800
PAFA,1/10/2025 14:53,12,7,79.93,0,1800
PAFA,12/13/2023 18:53,6,1,79.41,0,1800
PAFA,2/19/2023 20:53,7,1.9,79.13,0,1800
PAFA,2/19/2023 20:56,6,1,79.05,0,1800
PAFA,11/25/2024 5:53,19,13,77.06,0,1800
PAFA,1/10/2025 16:53,14,8,76.58,0,1800
PAFA,12/18/2023 9:53,10,4,76.18,0,1800
PAFA,1/9/2023 3:53,7,1,75.88,0,1800
PAFA,11/19/2023 17:53,7,1,75.88,0,1800
PAFA,11/19/2023 16:53,6,0,75.78,0,1800
PAFA,12/13/2023 21:16,6,0,75.78,0,1800
PAFA,12/6/2023 14:53,5,-1,75.67,0,1800
PAFA,2/3/2023 11:53,6,0,75.43,0,1800
PAFA,12/16/2023 11:43,2,-4,75.36,0,1800
PAFA,12/26/2024 22:53,2,-4,75.36,0,1800
PAFA,1/26/2023 3:53,0,-6,75.15,0,1800
PAFA,2/1/2025 20:53,-2,-8,74.93,0,1800
PAFA,4/11/2023 22:53,12.9,6,73.74,0,1800
PAFA,4/11/2023 23:53,14,7,73.19,0,1800
PAFA,11/28/2024 8:53,-19,-25,73,0,1800
PAFA,12/29/2024 3:53,-2,-9,71.35,0,1800
PAFA,2/1/2025 19:53,-2,-9,71.35,0,1800
PAFA,12/8/2023 19:53,-3,-10,71.23,0,1800
PAFA,9/11/2024 20:53,51,42,71.18,0,1800
PAFA,1/24/2023 5:53,-6,-13,70.87,0,1800
PAFA,2/4/2025 13:53,-0.4,-7.6,70.85,0,1800
PAFA,1/23/2023 23:53,-7,-14.1,70.73,0,1800
PAFA,2/10/2023 9:46,-9.9,-17,70.02,0,1800
PAFA,2/10/2023 9:53,-9.9,-17,70.02,0,1800
PAFA,11/28/2024 11:53,-21,-28,68.94,0,1800
PAFA,11/28/2024 13:53,-26,-33,68.26,0,1800
PAFA,1/24/2023 22:53,0,-8,68.19,0,1800
PAFA,11/28/2024 9:53,-22,-30,65.15,0,1800
PAFA,11/28/2024 12:53,-25,-33,64.71,0,1800
PAFA,11/28/2024 14:53,-27,-35,64.41,0,1800
PAFA,1/29/2024 3:53,-28,-38,57.36,0,1800
PAFA,1/29/2024 3:49,-27.4,-38.2,54.9,0,1800
PAFA,6/29/2024 22:21,78,51,38.9,0,1800
PAFA,9/18/2023 1:53,44,40,85.71,11,1700
PAFA,9/17/2023 21:53,47,43,85.89,10,1700
PAFA,9/17/2023 22:53,45,42,89.15,9,1700
PAFA,9/18/2023 3:53,43,39,85.66,9,1700
PAFA,9/18/2023 3:44,43,39,85.66,8,1700
PAFA,3/31/2025 23:08,32,27,81.55,8,1700
PAFA,12/6/2024 0:48,19.4,14,79.16,7,1700
PAFA,6/2/2023 16:53,41,37,85.54,6,1700
PAFA,9/17/2024 19:40,46,39,76.4,6,1700
PAFA,9/9/2024 6:53,50,48,92.8,5,1700
PAFA,3/31/2025 23:29,32,28,84.98,5,1700
PAFA,1/29/2023 3:06,17.1,12.9,83.25,5,1700
PAFA,1/29/2023 3:53,17.1,12.9,83.25,5,1700
PAFA,7/27/2024 12:53,51,46,82.93,5,1700
PAFA,3/31/2025 23:53,33,28,81.63,5,1700
PAFA,1/29/2023 3:47,17.6,12.2,79,5,1700
PAFA,9/4/2023 17:37,49,47,92.77,4,1700
PAFA,9/8/2024 23:10,53,49,86.23,4,1700
PAFA,10/17/2024 23:24,27,21,77.8,4,1700
PAFA,3/7/2025 10:03,26,23,88.23,3,1700
PAFA,10/23/2023 2:32,25,21,84.53,3,1700
PAFA,8/3/2024 21:53,56,51,83.26,3,1700
PAFA,11/22/2024 7:22,17,12,80.36,3,1700
PAFA,11/22/2024 7:26,17,12,80.36,3,1700
PAFA,9/4/2023 17:53,50,47,89.37,0,1700
PAFA,11/22/2024 3:53,15,11,83.84,0,1700
PAFA,10/17/2024 21:53,26,21,81.09,0,1700
PAFA,11/22/2024 3:38,16,11,80.27,0,1700
PAFA,1/9/2024 11:00,9,4,79.67,0,1700
PAFA,11/22/2024 3:48,15.8,10.4,78.84,0,1700
PAFA,11/22/2024 20:53,19,13,77.06,0,1700
PAFA,6/21/2023 10:27,55,53,93.29,3,1700
PAFA,4/1/2025 13:53,34,31,88.63,12,1700
PAFA,10/16/2024 14:53,30,26,84.85,11,1700
PAFA,12/13/2024 19:27,17,10,73.52,11,1700
PAFA,8/10/2024 11:53,51,47,86.12,10,1700
PAFA,1/27/2025 23:58,30,25,81.4,10,1700
PAFA,8/12/2024 17:53,52,45,76.94,10,1700
PAFA,10/16/2024 15:27,30,25,81.4,9,1700
PAFA,8/12/2024 16:53,52,45,76.94,9,1700
PAFA,12/25/2023 1:53,10,2,69.45,9,1700
PAFA,7/8/2023 12:53,50,47,89.04,8,1700
PAFA,9/20/2024 1:53,44,40,85.71,8,1700
PAFA,4/2/2023 18:53,28,23,81.25,8,1700
PAFA,9/21/2024 20:53,43,35,73.16,8,1700
PAFA,9/21/2024 21:53,43,35,73.16,8,1700
PAFA,9/7/2024 16:32,52,49,89.46,7,1700
PAFA,10/6/2023 16:13,32,28,84.98,7,1700
PAFA,9/13/2024 23:25,53,48,83.06,7,1700
PAFA,4/2/2023 20:36,28.9,24.1,82,7,1700
PAFA,3/31/2025 22:55,32,27,81.55,7,1700
PAFA,3/31/2025 16:53,25,20,81.01,7,1700
PAFA,7/12/2023 18:53,61,53,75.2,7,1700
PAFA,8/10/2024 11:40,51,47,86.12,6,1700
PAFA,3/9/2023 3:46,27,23,84.66,6,1700
PAFA,4/2/2023 17:53,27,21.9,80.83,6,1700
PAFA,10/10/2024 1:53,33,27,78.34,6,1700
PAFA,7/12/2023 18:46,61,53,75.2,6,1700
PAFA,10/24/2024 8:53,29,22,74.77,6,1700
PAFA,10/18/2023 18:53,30,22,71.78,6,1700
PAFA,5/30/2023 6:53,48,44,86.28,5,1700
PAFA,3/9/2023 3:53,27,23,84.66,5,1700
PAFA,1/29/2023 4:53,18,14,84.05,5,1700
PAFA,2/10/2023 12:53,-18,-23.1,76.69,5,1700
PAFA,10/9/2024 13:53,32,30,92.22,4,1700
PAFA,5/17/2023 15:03,40,36,85.81,4,1700
PAFA,11/26/2024 13:53,12.2,8.6,85.17,4,1700
PAFA,11/28/2023 9:53,24,20,84.46,4,1700
PAFA,10/10/2023 18:46,28,23,81.25,4,1700
PAFA,10/10/2023 18:53,28,23,81.25,4,1700
PAFA,1/10/2025 12:53,14,8,76.58,4,1700
PAFA,11/19/2023 22:53,11,5,76.28,4,1700
PAFA,12/25/2023 5:53,6,0,75.78,4,1700
PAFA,12/25/2023 6:53,5,-2,72.18,4,1700
PAFA,10/23/2023 15:53,24,19,80.93,3,1700
PAFA,11/25/2024 14:53,19,14,80.52,3,1700
PAFA,12/6/2024 0:09,19,14,80.52,3,1700
PAFA,11/26/2024 13:59,12,7,79.93,3,1700
PAFA,1/9/2023 16:53,1.9,-3,79.79,3,1700
PAFA,1/9/2023 14:53,7,1,75.88,3,1700
PAFA,2/10/2023 11:53,-14.1,-20,73.96,3,1700
PAFA,10/18/2023 19:53,30,22,71.78,3,1700
PAFA,12/29/2024 5:53,0,-7,71.59,3,1700
PAFA,12/29/2024 4:53,-1,-8,71.47,3,1700
PAFA,9/27/2024 23:53,44,35,70.42,3,1700
PAFA,9/28/2024 0:53,43,34,70.3,3,1700
PAFA,6/30/2024 18:37,71,55,56.96,3,1700
PAFA,6/30/2024 18:53,72,55,55.06,3,1700
PAFA,4/3/2025 8:53,34,31,88.63,0,1700
PAFA,4/2/2023 15:53,23,19.9,87.7,0,1700
PAFA,8/3/2024 21:30,55,51,86.34,0,1700
PAFA,1/30/2023 7:53,21,17.1,84.62,0,1700
PAFA,1/16/2024 22:53,19,15,84.12,0,1700
PAFA,4/2/2023 15:33,24.1,19.9,83.75,0,1700
PAFA,10/23/2023 14:53,25,20,81.01,0,1700
PAFA,1/17/2024 0:22,20,15,80.6,0,1700
PAFA,12/5/2024 23:46,19,14,80.52,0,1700
PAFA,12/5/2024 23:53,19,14,80.52,0,1700
PAFA,8/3/2024 22:53,57,51,80.31,0,1700
PAFA,11/26/2024 14:18,12,7,79.93,0,1700
PAFA,10/22/2023 20:53,22,16,77.34,0,1700
PAFA,1/28/2023 22:53,12.9,7,76.82,0,1700
PAFA,12/18/2023 7:53,9,3,76.08,0,1700
PAFA,1/9/2023 15:53,7,1,75.88,0,1700
PAFA,12/29/2024 6:53,0,-6,75.15,0,1700
PAFA,12/29/2024 7:53,0,-6,75.15,0,1700
PAFA,1/21/2023 14:53,1,-5,74.89,0,1700
PAFA,2/1/2025 17:53,-4,-10,74.72,0,1700
